Filename,,,,,,,Peak rating value position,,,,,,Mu,Sigma,FminsearchFVAL,ExitFlag,Iterations,,uglified,uglified_orig,auto-uglified,auto-uglified_orig,beautified,beautified_orig,unmodified
1578.jpg,36,32,15,7,10,,1,0,0,0,0,,"1,469973","1,228413","0,245967",1,34,,0,0,0,0,0,1,1
1578_uglifier.jpg,36,26,24,8,6,,1,0,0,0,0,,"1,480858","1,491757","0,245496",1,31,,0,0,0,0,1,0,0
1579.jpg,1,4,14,29,52,,0,0,0,0,1,,"5,391699","1,353904","0,186505",1,40,,0,0,0,0,0,1,1
1579_uglifier.jpg,4,15,13,30,38,,0,0,0,0,1,,"4,712825","1,422267","0,264869",1,31,,0,0,0,0,1,0,0
158.jpg,4,4,14,23,55,,0,0,0,0,1,,"5,414601","1,230385","0,242296",1,39,,0,1,0,0,0,0,1
158_uglifier.jpg,29,30,20,7,14,,0,1,0,0,0,,"1,809927","1,335859","0,27594",1,33,,1,0,0,0,0,0,0
1580.jpg,44,26,20,3,7,,1,0,0,0,0,,"1,080809","1,342803","0,256811",1,31,,0,0,0,0,0,0,1
1581.jpg,29,22,23,12,14,,1,0,0,0,0,,"1,975283","1,68917","0,293829",1,32,,0,0,0,0,0,1,1
1581_uglifier.jpg,28,15,23,15,19,,1,0,0,0,0,,"2,506903","1,758267","0,356456",1,30,,0,0,0,0,1,0,0
1582.jpg,14,15,25,18,28,,0,0,0,0,1,,"3,727115","1,698622","0,309604",1,32,,0,0,0,0,0,0,1
1583.jpg,28,22,17,15,18,,1,0,0,0,0,,"2,107592","1,808154","0,334022",1,30,,0,0,0,0,0,1,1
1583_uglifier.jpg,17,19,29,14,21,,0,0,1,0,0,,"2,979979","1,545407","0,299197",1,30,,0,0,0,0,1,0,0
1584.jpg,49,26,16,5,4,,1,0,0,0,0,,"0,724363","1,379598","0,231178",1,35,,0,0,0,0,0,1,1
1584_uglifier.jpg,41,34,10,6,9,,1,0,0,0,0,,"1,393938","0,972543","0,233778",1,43,,0,0,0,0,1,0,0
1585.jpg,16,25,29,14,16,,0,0,1,0,0,,"2,704542","1,41968","0,247632",1,25,,0,0,0,0,0,1,1
1585_uglifier.jpg,34,26,19,11,10,,1,0,0,0,0,,"1,443275","1,652904","0,26373",1,35,,0,0,0,0,1,0,0
1586.jpg,32,28,23,4,13,,1,0,0,0,0,,"1,725354","1,299205","0,280234",1,31,,0,0,0,0,0,1,1
1586_uglifier.jpg,39,31,14,5,11,,1,0,0,0,0,,"1,372657","1,157979","0,254993",1,37,,0,0,0,0,1,0,0
1587.jpg,2,6,18,23,51,,0,0,0,0,1,,"5,347701","1,37099","0,261465",1,38,,0,0,0,0,0,1,1
1587_uglifier.jpg,7,6,27,24,36,,0,0,0,0,1,,"4,399187","1,404948","0,278679",1,31,,0,0,0,0,1,0,0
1588_uglifier.jpg,17,13,26,12,32,,0,0,0,0,1,,"3,740718","1,66197","0,389518",1,31,,0,0,0,0,1,0,0
1589.jpg,2,6,13,24,55,,0,0,0,0,1,,"5,44594","1,255284","0,231673",1,41,,0,0,0,0,0,1,1
1589_uglifier.jpg,11,17,22,20,30,,0,0,0,0,1,,"3,995014","1,760617","0,29613",1,35,,0,0,0,0,1,0,0
159.jpg,12,15,28,17,28,,-1,,,,,,"3,665561","1,590004","0,310352",1,32,,0,1,0,0,0,0,1
159_uglifier.jpg,32,25,19,16,8,,1,0,0,0,0,,"1,612569","1,750311","0,265323",1,36,,1,0,0,0,0,0,0
1590.jpg,11,9,17,23,40,,0,0,0,0,1,,"4,881481","1,529808","0,30112",1,37,,0,0,0,0,0,1,1
1590_uglifier.jpg,19,18,24,18,21,,0,0,1,0,0,,"3,09138","1,780062","0,29051",1,31,,0,0,0,0,1,0,0
1591.jpg,4,3,15,26,52,,0,0,0,0,1,,"5,306278","1,283486","0,223577",1,40,,0,0,0,0,0,1,1
1591_uglifier.jpg,6,7,14,25,48,,0,0,0,0,1,,"5,233137","1,359256","0,251887",1,42,,0,0,0,0,1,0,0
1592.jpg,4,10,16,21,49,,0,0,0,0,1,,"5,336086","1,416275","0,29114",1,38,,0,0,0,0,0,1,1
1592_uglifier.jpg,10,17,21,16,36,,0,0,0,0,1,,"4,331556","1,711386","0,353377",1,36,,0,0,0,0,1,0,0
1593.jpg,6,5,13,28,48,,0,0,0,0,1,,"5,108276","1,262203","0,223338",1,37,,0,0,0,0,0,1,1
1593_uglifier.jpg,10,9,16,23,42,,0,0,0,0,1,,"4,998829","1,493126","0,296952",1,40,,0,0,0,0,1,0,0
1594.jpg,3,13,23,17,44,,0,0,0,0,1,,"4,934265","1,533911","0,345286",1,35,,0,0,0,0,0,1,1
1594_uglifier.jpg,10,16,19,23,32,,0,0,0,0,1,,"4,326151","1,774221","0,286318",1,34,,0,0,0,0,1,0,0
1595.jpg,2,7,20,23,48,,0,0,0,0,1,,"5,208736","1,426441","0,270584",1,38,,0,0,0,0,0,1,1
1595_uglifier.jpg,10,5,27,27,31,,0,0,0,0,1,,"4,154864","1,316081","0,264191",1,32,,0,0,0,0,1,0,0
1596.jpg,3,11,18,25,43,,0,0,0,0,1,,"5,073116","1,555892","0,257428",1,37,,0,0,0,0,0,1,1
1596_uglifier.jpg,13,15,27,17,28,,0,0,0,0,1,,"3,670145","1,629657","0,313023",1,31,,0,0,0,0,1,0,0
1597.jpg,32,27,22,8,11,,1,0,0,0,0,,"1,663557","1,494892","0,259377",1,28,,0,0,0,0,0,1,1
1597_uglifier.jpg,40,23,20,9,8,,1,0,0,0,0,,"1,139717","1,569058","0,282206",1,31,,0,0,0,0,1,0,0
1598.jpg,8,11,19,25,37,,0,0,0,0,1,,"4,752441","1,651937","0,263864",1,36,,0,0,0,0,0,1,1
1598_uglifier.jpg,19,14,25,23,19,,0,0,1,0,0,,"3,297121","1,647977","0,28293",1,31,,0,0,0,0,1,0,0
1599.jpg,4,6,19,25,46,,0,0,0,0,1,,"5,142006","1,444088","0,249569",1,40,,0,0,0,0,0,1,1
1599_uglifier.jpg,19,13,21,28,19,,0,0,0,1,0,,"3,508314","1,579451","0,298431",1,29,,0,0,0,0,1,0,0
16.jpg,1,9,13,27,50,,0,0,0,0,1,,"5,282992","1,337131","0,22927",1,41,,0,1,0,0,0,0,1
16_uglifier.jpg,39,10,14,10,27,,1,0,0,0,0,,"1,347843","1,585606","0,506862",1,35,,1,0,0,0,0,0,0
160.jpg,7,9,19,31,34,,0,0,0,0,1,,"4,524131","1,475891","0,213286",1,40,,0,1,0,0,0,0,1
160_uglifier.jpg,50,16,20,7,7,,1,0,0,0,0,,"0,679569","1,366121","0,343925",1,35,,1,0,0,0,0,0,0
1600.jpg,8,12,21,17,42,,0,0,0,0,1,,"4,895484","1,589112","0,344531",1,36,,0,0,0,0,0,1,1
1600_uglifier.jpg,23,17,25,17,18,,0,0,1,0,0,,"2,776778","1,730918","0,303807",1,36,,0,0,0,0,1,0,0
1601.jpg,11,10,27,22,30,,0,0,0,0,1,,"4,035874","1,528303","0,285065",1,31,,0,0,0,0,0,1,1
1601_uglifier.jpg,26,21,28,9,16,,0,0,1,0,0,,"2,259753","1,499195","0,312791",1,28,,0,0,0,0,1,0,0
1602.jpg,20,24,23,16,17,,0,1,0,0,0,,"2,606735","1,747563","0,263903",1,33,,0,0,0,0,0,1,1
1602_uglifier.jpg,28,27,18,12,15,,1,0,0,0,0,,"1,873879","1,635342","0,292778",1,31,,0,0,0,0,1,0,0
1603.jpg,34,28,16,9,13,,1,0,0,0,0,,"1,484497","1,452368","0,286667",1,34,,0,0,0,0,0,1,1
1603_uglifier.jpg,39,25,17,8,11,,1,0,0,0,0,,"1,194142","1,488772","0,285475",1,31,,0,0,0,0,1,0,0
1604.jpg,35,29,19,4,13,,1,0,0,0,0,,"1,538754","1,264251","0,277398",1,36,,0,0,0,0,0,1,1
1604_uglifier.jpg,46,27,15,3,9,,1,0,0,0,0,,"1,026356","1,229776","0,252062",1,38,,0,0,0,0,1,0,0
1605.jpg,31,28,20,8,13,,1,0,0,0,0,,"1,697757","1,4597","0,273338",1,34,,0,0,0,0,0,1,1
1605_uglifier.jpg,37,20,28,7,8,,1,0,0,0,0,,"1,594846","1,454718","0,318815",1,29,,0,0,0,0,1,0,0
1606.jpg,4,2,20,33,41,,0,0,0,0,1,,"4,642135","1,202324","0,191349",1,32,,0,0,0,0,0,1,1
1606_uglifier.jpg,10,9,21,26,34,,0,0,0,0,1,,"4,494504","1,572991","0,260336",1,32,,0,0,0,0,1,0,0
1607.jpg,3,8,15,23,51,,0,0,0,0,1,,"5,388004","1,364036","0,260336",1,44,,0,0,0,0,0,1,1
1607_uglifier.jpg,15,12,30,21,22,,0,0,1,0,0,,"3,472253","1,463419","0,282178",1,27,,0,0,0,0,1,0,0
1608.jpg,32,29,20,9,10,,1,0,0,0,0,,"1,609596","1,501125","0,242832",1,30,,0,0,0,0,0,1,1
1608_uglifier.jpg,46,19,19,7,9,,1,0,0,0,0,,"0,85208","1,433878","0,323193",1,31,,0,0,0,0,1,0,0
1609.jpg,5,5,20,30,40,,0,0,0,0,1,,"4,753502","1,384185","0,20938",1,36,,0,0,0,0,0,1,1
1609_uglifier.jpg,9,13,22,26,30,,0,0,0,0,1,,"4,280682","1,731664","0,239113",1,35,,0,0,0,0,1,0,0
161.jpg,30,26,20,10,14,,1,0,0,0,0,,"1,765138","1,594191","0,285704",1,29,,0,1,0,0,0,0,1
161_uglifier.jpg,26,16,23,17,18,,1,0,0,0,0,,"2,631941","1,774059","0,330182",1,30,,1,0,0,0,0,0,0
1610.jpg,2,11,19,18,50,,0,0,0,0,1,,"5,338827","1,410706","0,325148",1,37,,0,0,0,0,0,1,1
1610_uglifier.jpg,14,12,16,26,32,,0,0,0,0,1,,"4,406756","1,629306","0,303319",1,32,,0,0,0,0,1,0,0
1611.jpg,13,13,29,19,26,,0,0,1,0,0,,"3,630045","1,537998","0,29513",1,29,,0,0,0,0,0,1,1
1611_uglifier.jpg,12,20,21,27,20,,0,0,0,1,0,,"3,509702","1,696836","0,237137",1,31,,0,0,0,0,1,0,0
1612.jpg,3,8,24,25,40,,0,0,0,0,1,,"4,709023","1,466689","0,257008",1,35,,0,0,0,0,0,1,1
1612_uglifier.jpg,9,14,23,22,32,,0,0,0,0,1,,"4,250289","1,699136","0,2768",1,35,,0,0,0,0,1,0,0
1613.jpg,6,10,14,28,42,,0,0,0,0,1,,"4,990736","1,453278","0,246155",1,41,,0,0,0,0,0,1,1
1613_uglifier.jpg,14,7,23,22,34,,0,0,0,0,1,,"4,372408","1,521787","0,317793",1,33,,0,0,0,0,1,0,0
1614.jpg,2,7,17,20,54,,0,0,0,0,1,,"5,451325","1,296454","0,284621",1,42,,0,0,0,0,0,1,1
1614_uglifier.jpg,10,7,22,22,39,,0,0,0,0,1,,"4,71349","1,510605","0,300965",1,35,,0,0,0,0,1,0,0
1615.jpg,2,5,14,25,54,,0,0,0,0,1,,"5,441111","1,298091","0,224153",1,52,,0,0,0,0,0,1,1
1615_uglifier.jpg,12,10,24,19,35,,0,0,0,0,1,,"4,366453","1,608395","0,326208",1,31,,0,0,0,0,1,0,0
1616.jpg,7,11,22,23,37,,0,0,0,0,1,,"4,641332","1,622473","0,274623",1,35,,0,0,0,0,0,1,1
1616_uglifier.jpg,7,12,34,21,26,,0,0,1,0,0,,"3,639711","1,300524","0,277204",1,27,,0,0,0,0,1,0,0
1617.jpg,6,12,22,24,36,,0,0,0,0,1,,"4,595893","1,64139","0,261138",1,37,,0,0,0,0,0,1,1
1617_uglifier.jpg,8,10,21,26,35,,0,0,0,0,1,,"4,592049","1,624659","0,24847",1,35,,0,0,0,0,1,0,0
1618.jpg,6,11,26,22,35,,0,0,0,0,1,,"4,359529","1,53919","0,280904",1,33,,0,0,0,0,0,1,1
1618_uglifier.jpg,19,19,16,25,21,,0,0,0,1,0,,"3,345068","1,806224","0,315286",1,30,,0,0,0,0,1,0,0
1619_uglifier.jpg,6,8,13,25,48,,0,0,0,0,1,,"5,221138","1,34036","0,255771",1,37,,0,0,0,0,1,0,0
162.jpg,24,29,25,9,13,,0,1,0,0,0,,"2,131082","1,373738","0,251597",1,32,,0,1,0,0,0,0,1
162_uglifier.jpg,36,21,13,13,17,,1,0,0,0,0,,"1,376183","1,626371","0,369312",1,38,,1,0,0,0,0,0,0
1620.jpg,12,10,25,19,34,,0,0,0,0,1,,"4,270951","1,596375","0,323871",1,33,,0,0,0,0,0,1,1
1620_uglifier.jpg,13,15,17,18,37,,0,0,0,0,1,,"4,587126","1,716533","0,356208",1,36,,0,0,0,0,1,0,0
1621.jpg,5,6,15,13,61,,0,0,0,0,1,,"5,263051","0,858407","0,315771",1,34,,0,0,0,0,0,1,1
1621_uglifier.jpg,6,10,12,29,43,,0,0,0,0,1,,"4,937842","1,323474","0,246691",1,36,,0,0,0,0,1,0,0
1622.jpg,7,10,27,25,31,,0,0,0,0,1,,"4,147851","1,475123","0,247712",1,33,,0,0,0,0,0,1,1
1622_uglifier.jpg,13,15,22,22,28,,0,0,0,0,1,,"3,951828","1,782246","0,281103",1,38,,0,0,0,0,1,0,0
1623.jpg,5,2,27,22,44,,0,0,0,0,1,,"4,780554","1,331397","0,313369",1,33,,0,0,0,0,0,1,1
1623_uglifier.jpg,8,8,22,22,40,,0,0,0,0,1,,"4,787688","1,533403","0,292415",1,34,,0,0,0,0,1,0,0
1624.jpg,8,13,24,24,31,,0,0,0,0,1,,"4,226004","1,657646","0,251696",1,33,,0,0,0,0,0,1,1
1624_uglifier.jpg,13,11,28,23,25,,0,0,1,0,0,,"3,737629","1,498348","0,271014",1,31,,0,0,0,0,1,0,0
1625.jpg,12,8,20,22,38,,0,0,0,0,1,,"4,700491","1,545629","0,310034",1,37,,0,0,0,0,0,1,1
1625_uglifier.jpg,18,14,21,16,31,,0,0,0,0,1,,"3,865761","1,768865","0,364925",1,34,,0,0,0,0,1,0,0
1626.jpg,17,17,17,18,31,,0,0,0,0,1,,"3,93943","1,825701","0,358886",1,34,,0,0,0,0,0,1,1
1626_uglifier.jpg,28,19,25,17,11,,1,0,0,0,0,,"2,23638","1,687134","0,289474",1,29,,0,0,0,0,1,0,0
1627.jpg,15,21,26,20,18,,0,0,1,0,0,,"3,079411","1,713862","0,230395",1,33,,0,0,0,0,0,1,1
1627_uglifier.jpg,31,29,22,7,11,,1,0,0,0,0,,"1,729637","1,394315","0,250386",1,35,,0,0,0,0,1,0,0
1628.jpg,26,21,22,12,19,,1,0,0,0,0,,"2,290816","1,723698","0,326095",1,30,,0,0,0,0,0,1,1
1628_uglifier.jpg,26,14,32,12,16,,0,0,1,0,0,,"2,598684","1,47029","0,35045",1,24,,0,0,0,0,1,0,0
1629.jpg,7,6,21,19,47,,0,0,0,0,1,,"5,154163","1,419346","0,31934",1,42,,0,0,0,0,0,1,1
1629_uglifier.jpg,17,19,24,19,21,,0,0,1,0,0,,"3,175974","1,791823","0,272131",1,34,,0,0,0,0,1,0,0
163.jpg,17,27,20,15,21,,0,1,0,0,0,,"2,740786","1,661484","0,308191",1,30,,0,1,0,0,0,0,1
163_uglifier.jpg,33,31,19,11,6,,1,0,0,0,0,,"1,48542","1,557957","0,20852",1,35,,1,0,0,0,0,0,0
1630.jpg,9,11,18,22,40,,0,0,0,0,1,,"4,898949","1,606773","0,299581",1,35,,0,0,0,0,0,1,1
1630_uglifier.jpg,11,17,24,22,26,,0,0,0,0,1,,"3,779402","1,749972","0,256748",1,34,,0,0,0,0,1,0,0
1631.jpg,10,13,19,27,31,,0,0,0,0,1,,"4,381914","1,709161","0,254044",1,34,,0,0,0,0,0,1,1
1631_uglifier.jpg,13,14,20,24,29,,0,0,0,0,1,,"4,128558","1,771565","0,280459",1,32,,0,0,0,0,1,0,0
1632.jpg,13,23,18,20,26,,0,0,0,0,1,,"3,521615","1,785877","0,313234",1,31,,0,0,0,0,0,1,1
1632_uglifier.jpg,16,28,15,23,18,,0,1,0,0,0,,"2,906217","1,663943","0,314032",1,33,,0,0,0,0,1,0,0
1633.jpg,9,15,22,23,31,,0,0,0,0,1,,"4,231175","1,744001","0,267025",1,32,,0,0,0,0,0,1,1
1633_uglifier.jpg,11,16,23,23,27,,0,0,0,0,1,,"3,921358","1,779064","0,256396",1,34,,0,0,0,0,1,0,0
1634.jpg,7,4,22,23,44,,0,0,0,0,1,,"4,93475","1,395625","0,286308",1,35,,0,0,0,0,0,1,1
1634_uglifier.jpg,5,7,19,30,39,,0,0,0,0,1,,"4,812589","1,489147","0,205729",1,39,,0,0,0,0,1,0,0
1635.jpg,6,7,20,29,38,,0,0,0,0,1,,"4,73024","1,484133","0,219034",1,39,,0,0,0,0,0,1,1
1635_uglifier.jpg,8,10,24,25,33,,0,0,0,0,1,,"4,362157","1,572868","0,252168",1,33,,0,0,0,0,1,0,0
1636.jpg,13,14,29,19,25,,0,0,1,0,0,,"3,557508","1,543937","0,287569",1,30,,0,0,0,0,0,1,1
1636_uglifier.jpg,11,14,32,25,18,,0,0,1,0,0,,"3,409106","1,301451","0,218384",1,28,,0,0,0,0,1,0,0
1637.jpg,8,19,19,23,31,,0,0,0,0,1,,"4,179052","1,738126","0,287579",1,34,,0,0,0,0,0,0,1
1638.jpg,35,25,15,11,14,,1,0,0,0,0,,"1,401802","1,569702","0,314438",1,35,,0,0,0,0,0,1,1
1638_uglifier.jpg,33,24,17,14,12,,1,0,0,0,0,,"1,547342","1,728522","0,298188",1,34,,0,0,0,0,1,0,0
1639.jpg,3,10,29,25,33,,0,0,0,0,1,,"4,170737","1,384681","0,255135",1,32,,0,0,0,0,0,0,1
164.jpg,13,20,21,19,27,,0,0,0,0,1,,"3,635958","1,794591","0,301767",1,31,,0,1,0,0,0,0,1
164_uglifier.jpg,36,13,24,13,14,,1,0,0,0,0,,"1,789982","1,668449","0,386423",1,32,,1,0,0,0,0,0,0
1640.jpg,7,8,30,22,33,,0,0,0,0,1,,"4,135121","1,398902","0,292437",1,30,,0,0,0,0,0,1,1
1640_uglifier.jpg,11,22,17,22,28,,0,0,0,0,1,,"3,826437","1,767823","0,311582",1,28,,0,0,0,0,1,0,0
1641.jpg,13,14,22,22,29,,0,0,0,0,1,,"4,035055","1,757371","0,286048",1,34,,0,0,0,0,0,1,1
1641_uglifier.jpg,19,20,27,15,19,,0,0,1,0,0,,"2,83818","1,632495","0,283544",1,31,,0,0,0,0,1,0,0
1642.jpg,8,15,22,18,37,,0,0,0,0,1,,"4,493648","1,668532","0,329116",1,35,,0,0,0,0,0,1,1
1642_uglifier.jpg,17,18,23,16,26,,0,0,0,0,1,,"3,368749","1,770691","0,3241",1,29,,0,0,0,0,1,0,0
1643.jpg,6,8,23,24,39,,0,0,0,0,1,,"4,710463","1,517083","0,267124",1,33,,0,0,0,0,0,1,1
1643_uglifier.jpg,12,9,32,19,28,,0,0,1,0,0,,"3,75336","1,397927","0,318159",1,30,,0,0,0,0,1,0,0
1644.jpg,8,14,22,14,42,,0,0,0,0,1,,"4,805829","1,606271","0,377137",1,30,,0,0,0,0,0,1,1
1644_uglifier.jpg,22,26,22,15,15,,0,1,0,0,0,,"2,354097","1,713172","0,258358",1,28,,0,0,0,0,1,0,0
1645.jpg,10,14,17,22,37,,0,0,0,0,1,,"4,70771","1,690395","0,309187",1,34,,0,0,0,0,0,1,1
1645_uglifier.jpg,7,14,21,21,37,,0,0,0,0,1,,"4,609244","1,669104","0,298258",1,32,,0,0,0,0,1,0,0
1646.jpg,6,8,24,17,45,,0,0,0,0,1,,"4,993805","1,477064","0,343876",1,33,,0,0,0,0,0,1,1
1646_uglifier.jpg,16,16,20,19,29,,0,0,0,0,1,,"3,843168","1,814025","0,326718",1,34,,0,0,0,0,1,0,0
1647.jpg,5,10,19,26,40,,0,0,0,0,1,,"4,938064","1,60591","0,244921",1,38,,0,0,0,0,0,1,1
1647_uglifier.jpg,10,8,26,20,36,,0,0,0,0,1,,"4,404994","1,517619","0,316634",1,32,,0,0,0,0,1,0,0
1648.jpg,7,16,24,17,36,,0,0,0,0,1,,"4,315553","1,639355","0,334528",1,33,,0,0,0,0,0,1,1
1648_uglifier.jpg,9,15,20,22,34,,0,0,0,0,1,,"4,442904","1,736588","0,290694",1,42,,0,0,0,0,1,0,0
1649.jpg,10,8,22,19,41,,0,0,0,0,1,,"4,823494","1,530747","0,329027",1,37,,0,0,0,0,0,1,1
1649_uglifier.jpg,13,11,21,21,34,,0,0,0,0,1,,"4,404482","1,668945","0,31365",1,35,,0,0,0,0,1,0,0
165.jpg,25,28,18,11,18,,0,1,0,0,0,,"2,065768","1,566746","0,314367",1,29,,0,0,0,0,0,0,1
1650.jpg,14,15,13,20,38,,0,0,0,0,1,,"4,758968","1,639147","0,363308",1,33,,0,0,0,0,0,1,1
1650_uglifier.jpg,16,15,19,25,25,,-1,,,,,,"3,808993","1,774247","0,290493",1,30,,0,0,0,0,1,0,0
1651.jpg,32,27,22,5,14,,1,0,0,0,0,,"1,703198","1,359924","0,290828",1,35,,0,0,0,0,0,1,1
1651_uglifier.jpg,31,22,22,10,15,,1,0,0,0,0,,"1,815112","1,640059","0,312311",1,29,,0,0,0,0,1,0,0
1652.jpg,35,29,16,12,8,,1,0,0,0,0,,"1,365321","1,563877","0,250682",1,33,,0,0,0,0,0,1,1
1652_uglifier.jpg,31,21,12,11,25,,1,0,0,0,0,,"1,848083","1,684787","0,425983",1,34,,0,0,0,0,1,0,0
1653.jpg,25,31,27,9,8,,0,1,0,0,0,,"2,085191","1,28599","0,20229",1,30,,0,0,0,0,0,1,1
1653_uglifier.jpg,25,30,21,12,12,,0,1,0,0,0,,"2,025274","1,511163","0,244814",1,30,,0,0,0,0,1,0,0
1654.jpg,21,28,31,9,11,,0,0,1,0,0,,"2,34517","1,223573","0,235712",1,28,,0,0,0,0,0,1,1
1654_uglifier.jpg,34,28,17,13,8,,1,0,0,0,0,,"1,405883","1,646233","0,252169",1,33,,0,0,0,0,1,0,0
1655.jpg,17,28,21,18,16,,0,1,0,0,0,,"2,653135","1,62952","0,259382",1,29,,0,0,0,0,0,1,1
1655_uglifier.jpg,26,26,18,18,12,,-1,,,,,,"2,079366","1,775892","0,27273",1,32,,0,0,0,0,1,0,0
1656.jpg,3,9,24,31,33,,0,0,0,0,1,,"4,366553","1,42509","0,184878",1,34,,0,0,0,0,0,1,1
1656_uglifier.jpg,22,21,27,14,16,,0,0,1,0,0,,"2,557808","1,615955","0,276583",1,30,,0,0,0,0,1,0,0
1657.jpg,9,11,29,18,33,,0,0,0,0,1,,"4,070303","1,512641","0,322597",1,31,,0,0,0,0,0,1,1
1657_uglifier.jpg,6,11,28,18,37,,0,0,0,0,1,,"4,354032","1,514054","0,328477",1,34,,0,0,0,0,1,0,0
1658.jpg,2,4,13,18,63,,0,0,0,0,1,,"5,380185","0,956794","0,252849",1,39,,0,0,0,0,0,0,1
1659.jpg,2,14,15,24,45,,0,0,0,0,1,,"5,132053","1,477084","0,285474",1,36,,0,0,0,0,0,1,1
1659_uglifier.jpg,3,16,17,24,40,,0,0,0,0,1,,"4,849165","1,585463","0,289984",1,34,,0,0,0,0,1,0,0
166.jpg,19,28,21,12,20,,0,1,0,0,0,,"2,484693","1,559884","0,31049",1,28,,0,0,0,0,0,0,1
1660.jpg,7,15,27,17,34,,0,0,0,0,1,,"4,107114","1,57895","0,327068",1,36,,0,0,0,0,0,1,1
1660_uglifier.jpg,10,15,18,21,36,,0,0,0,0,1,,"4,588537","1,721561","0,314072",1,35,,0,0,0,0,1,0,0
1661.jpg,19,21,22,18,20,,0,0,1,0,0,,"2,93742","1,836587","0,282068",1,32,,0,0,0,0,0,1,1
1661_uglifier.jpg,25,27,20,16,12,,0,1,0,0,0,,"2,084304","1,755329","0,25081",1,37,,0,0,0,0,1,0,0
1662.jpg,22,18,19,16,25,,0,0,0,0,1,,"3,090612","1,850437","0,35447",1,30,,0,0,0,0,0,1,1
1662_uglifier.jpg,36,15,23,15,11,,1,0,0,0,0,,"1,712265","1,683167","0,359684",1,35,,0,0,0,0,1,0,0
1663.jpg,13,16,28,15,28,,-1,,,,,,"3,551675","1,597836","0,327594",1,29,,0,0,0,0,0,1,1
1663_uglifier.jpg,33,27,16,6,18,,1,0,0,0,0,,"1,578718","1,323156","0,333868",1,35,,0,0,0,0,1,0,0
1664.jpg,12,12,33,19,24,,0,0,1,0,0,,"3,499395","1,369175","0,293847",1,26,,0,0,0,0,0,0,1
1665.jpg,8,6,23,20,43,,0,0,0,0,1,,"4,900281","1,461122","0,316792",1,37,,0,0,0,0,0,0,1
1666.jpg,7,5,20,15,53,,0,0,0,0,1,,"5,39543","1,265498","0,347095",1,37,,0,0,0,0,0,1,1
1666_uglifier.jpg,13,7,15,24,41,,0,0,0,0,1,,"4,871756","1,376058","0,308701",1,38,,0,0,0,0,1,0,0
1667.jpg,9,16,24,21,30,,0,0,0,0,1,,"4,025985","1,693647","0,277743",1,34,,0,0,0,0,0,1,1
1667_uglifier.jpg,6,20,22,20,32,,0,0,0,0,1,,"4,071744","1,660446","0,30595",1,32,,0,0,0,0,1,0,0
1668.jpg,7,7,22,24,40,,0,0,0,0,1,,"4,78384","1,498711","0,270914",1,37,,0,0,0,0,0,1,1
1668_uglifier.jpg,15,13,21,23,28,,0,0,0,0,1,,"3,992363","1,742896","0,294171",1,34,,0,0,0,0,1,0,0
1669.jpg,7,12,18,20,43,,0,0,0,0,1,,"5,054619","1,57113","0,315075",1,35,,0,0,0,0,0,1,1
1669_uglifier.jpg,12,23,16,22,27,,0,0,0,0,1,,"3,705563","1,768792","0,320324",1,32,,0,0,0,0,1,0,0
167.jpg,10,6,23,18,43,,0,0,0,0,1,,"4,898453","1,465337","0,342369",1,41,,0,1,0,0,0,0,1
167_uglifier.jpg,44,14,15,15,12,,1,0,0,0,0,,"0,891865","1,531316","0,398658",1,39,,1,0,0,0,0,0,0
1670.jpg,2,4,9,29,56,,0,0,0,0,1,,"5,22976","1,101851","0,173163",1,44,,0,0,0,0,0,1,1
1670_uglifier.jpg,16,17,22,17,28,,0,0,0,0,1,,"3,62472","1,787679","0,327933",1,29,,0,0,0,0,1,0,0
1671.jpg,9,10,18,18,45,,0,0,0,0,1,,"5,143324","1,495797","0,335989",1,38,,0,0,0,0,0,1,1
1671_uglifier.jpg,12,10,13,31,34,,0,0,0,0,1,,"4,490571","1,293024","0,28264",1,37,,0,0,0,0,1,0,0
1672.jpg,7,16,22,24,31,,0,0,0,0,1,,"4,24113","1,718552","0,255702",1,33,,0,0,0,0,0,1,1
1672_uglifier.jpg,10,23,18,16,33,,0,0,0,0,1,,"3,94065","1,736656","0,366984",1,33,,0,0,0,0,1,0,0
1673.jpg,7,9,21,26,37,,0,0,0,0,1,,"4,697095","1,583074","0,246949",1,36,,0,0,0,0,0,1,1
1673_uglifier.jpg,15,10,24,21,30,,0,0,0,0,1,,"4,05275","1,621666","0,313936",1,33,,0,0,0,0,1,0,0
1674.jpg,7,10,27,24,32,,0,0,0,0,1,,"4,188957","1,488267","0,259272",1,32,,0,0,0,0,0,1,1
1674_uglifier.jpg,12,10,23,23,32,,0,0,0,0,1,,"4,276911","1,615015","0,287149",1,33,,0,0,0,0,1,0,0
1675.jpg,39,32,13,9,7,,1,0,0,0,0,,"1,317349","1,252569","0,233924",1,33,,0,0,0,0,0,1,1
1675_uglifier.jpg,33,26,18,10,13,,1,0,0,0,0,,"1,541342","1,584665","0,288025",1,33,,0,0,0,0,1,0,0
1676.jpg,34,37,14,9,6,,0,1,0,0,0,,"1,619302","1,067631","0,2146",1,35,,0,0,0,0,0,1,1
1676_uglifier.jpg,42,22,15,8,13,,1,0,0,0,0,,"1,044508","1,414422","0,323141",1,37,,0,0,0,0,1,0,0
